Cliente;Motorista;Data Emissão Pedido;Data Entrega Prevista;Destino;Itens;R$ Faturados;Saída para Entrega; Qtd Devolução;Mot. Devolução;Status - OTD;OCT Real;OCT Prometido;Lead Time Interno Total;LTI Conformidade;Transit Time / Last Mile;TT Conformidade;Lead Time Variance Completo / Desvio de SLA;OTIF;OTIF MOTIVOS E MOTORISTAS ENTREGA PERFEITA;OTIF Financeiro
WALMART;FELIPE SILVA;16/02/2021;26/02/2021;RJ;3;93;22/02/2021;3;Danificado;Atrasado;20;10;6;Excedeu Processo;14;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;17/02/2021;27/02/2021;SP;10;474;20/02/2021;3;Danificado;Atrasado;11;10;3;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;FELIPE SILVA;17/02/2021;27/02/2021;SP;13;442;23/02/2021;1;Produto Errado;Atrasado;14;10;6;Excedeu Processo;8;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;17/02/2021;27/02/2021;RJ;2;66;19/02/2021;2;Produto Errado;Atrasado;19;10;2;Processo dentro do prazo;17;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;17/02/2021;27/02/2021;BH;16;787,2;22/02/2021;1;Produto Errado;No Prazo;9;10;5;Processo dentro do prazo;4;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;18/02/2021;28/02/2021;RJ;15;724,5;22/02/2021;2;Produto Errado;No Prazo;8;10;4;Processo dentro do prazo;4;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;18/02/2021;28/02/2021;RJ;16;259,2;20/02/2021;2;Danificado;Atrasado;15;10;2;Processo dentro do prazo;13;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;18/02/2021;28/02/2021;BH;20;322;05/03/2021;0;S/ Devolu.;Atrasado;17;10;15;Excedeu Processo;2;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;18/02/2021;28/02/2021;SP;9;151,2;22/02/2021;2;Arrependimento;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;18/02/2021;28/02/2021;RJ;10;480;27/02/2021;4;Danificado;Atrasado;13;10;9;Excedeu Processo;4;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;VALDIR ESPINOSA;18/02/2021;28/02/2021;RJ;11;551,1;23/02/2021;0;S/ Devolu.;Atrasado;13;10;5;Processo dentro do prazo;8;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;JOÃO GOMES;19/02/2021;01/03/2021;SP;11;537,9;03/03/2021;5;Produto Errado;Atrasado;19;10;12;Excedeu Processo;7;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;19/02/2021;01/03/2021;BH;2;31,6;20/02/2021;0;S/ Devolu.;Atrasado;17;10;1;Processo dentro do prazo;16;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;7 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;19/02/2021;01/03/2021;SP;16;499,2;21/02/2021;1;Danificado;Atrasado;11;10;2;Processo dentro do prazo;9;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;20/02/2021;02/03/2021;BH;16;505,6;04/03/2021;2;Produto Errado;Atrasado;19;10;12;Excedeu Processo;7;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;20/02/2021;02/03/2021;RJ;17;831,3;22/02/2021;11;Produto Errado;Atrasado;15;10;2;Processo dentro do prazo;13;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;TÚLIO SILVEIRA;20/02/2021;02/03/2021;SP;18;291,6;08/03/2021;1;Produto Errado;Atrasado;17;10;16;Excedeu Processo;1;Processo dentro do prazo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;20/02/2021;02/03/2021;SP;9;418,5;24/02/2021;5;Danificado;Atrasado;12;10;4;Processo dentro do prazo;8;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;20/02/2021;02/03/2021;BH;20;930;28/02/2021;0;S/ Devolu.;Atrasado;19;10;8;Excedeu Processo;11;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;9 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;20/02/2021;02/03/2021;RJ;12;597,6;21/02/2021;2;Danificado;Atrasado;18;10;1;Processo dentro do prazo;17;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;FELIPE SILVA;21/02/2021;03/03/2021;SP;18;880,2;01/03/2021;1;Produto Errado;No Prazo;10;10;8;Excedeu Processo;2;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;JOÃO GOMES;22/02/2021;04/03/2021;SP;4;126,4;28/02/2021;1;Produto Errado;Atrasado;15;10;6;Excedeu Processo;9;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;JOÃO GOMES;22/02/2021;04/03/2021;SP;10;501;02/03/2021;3;Produto Errado;Atrasado;20;10;8;Excedeu Processo;12;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;22/02/2021;04/03/2021;BH;5;249;02/03/2021;3;Produto Errado;Atrasado;14;10;8;Excedeu Processo;6;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;FELIPE SILVA;23/02/2021;05/03/2021;RJ;5;156;08/03/2021;1;Produto Errado;Atrasado;16;10;13;Excedeu Processo;3;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;23/02/2021;05/03/2021;RJ;16;264;27/02/2021;4;Produto Errado;Atrasado;13;10;4;Processo dentro do prazo;9;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;23/02/2021;05/03/2021;RJ;7;344,4;24/02/2021;2;Danificado;No Prazo;10;10;1;Processo dentro do prazo;9;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;23/02/2021;05/03/2021;SP;12;568,8;24/02/2021;4;Produto Errado;No Prazo;9;10;1;Processo dentro do prazo;8;Excedeu Processo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;23/02/2021;05/03/2021;SP;12;186;26/02/2021;3;Produto Errado;No Prazo;10;10;3;Processo dentro do prazo;7;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;24/02/2021;06/03/2021;SP;18;874,8;08/03/2021;1;Danificado;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;24/02/2021;06/03/2021;RJ;1;17;26/02/2021;0;S/ Devolu.;No Prazo;8;10;2;Processo dentro do prazo;6;Excedeu Processo;2 dias Entregue Antes do Prazo;Satisfeito;FELIPE SILVA;Satisfeito sem prejuízo financeiro
CASAS BAHIA;JOÃO GOMES;25/02/2021;07/03/2021;SP;20;660;01/03/2021;13;Produto Errado;Atrasado;14;10;4;Processo dentro do prazo;10;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;25/02/2021;07/03/2021;BH;14;450,8;01/03/2021;1;Danificado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;JOÃO GOMES;25/02/2021;07/03/2021;SP;3;140,4;27/02/2021;1;Produto Errado;Atrasado;17;10;2;Processo dentro do prazo;15;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;LUIZ PARDAL;25/02/2021;07/03/2021;BH;6;186;01/03/2021;2;Produto Errado;No Prazo;10;10;4;Processo dentro do prazo;6;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;27/02/2021;09/03/2021;SP;11;514,8;05/03/2021;9;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;MARCOS LEROY;27/02/2021;09/03/2021;SP;20;648;02/03/2021;11;Produto Errado;Atrasado;20;10;3;Processo dentro do prazo;17;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;27/02/2021;09/03/2021;RJ;13;195;10/03/2021;1;Produto Errado;Atrasado;13;10;11;Excedeu Processo;2;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;MARCOS LEROY;27/02/2021;09/03/2021;RJ;6;190,8;03/03/2021;1;Produto Errado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;27/02/2021;09/03/2021;RJ;9;153;17/03/2021;1;Arrependimento;Atrasado;19;10;18;Excedeu Processo;1;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;FELIPE SILVA;27/02/2021;09/03/2021;SP;6;280,8;08/03/2021;1;Danificado;No Prazo;10;10;9;Excedeu Processo;1;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;27/02/2021;09/03/2021;RJ;6;279;05/03/2021;3;Arrependimento;No Prazo;8;10;6;Excedeu Processo;2;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;27/02/2021;09/03/2021;BH;16;801,6;09/03/2021;3;Arrependimento;Atrasado;13;10;10;Excedeu Processo;3;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
CASA E VIDEO;TÚLIO SILVEIRA;28/02/2021;10/03/2021;BH;10;168;08/03/2021;0;S/ Devolu.;Atrasado;15;10;8;Excedeu Processo;7;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
RICARDO ELETRO;LUIZ PARDAL;28/02/2021;10/03/2021;RJ;16;524,8;02/03/2021;2;Produto Errado;Atrasado;18;10;2;Processo dentro do prazo;16;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;LUIZ PARDAL;28/02/2021;10/03/2021;BH;11;174,9;05/03/2021;1;Produto Errado;No Prazo;10;10;5;Processo dentro do prazo;5;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;28/02/2021;10/03/2021;BH;5;82,5;12/03/2021;1;Produto Errado;Atrasado;18;10;12;Excedeu Processo;6;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;01/03/2021;11/03/2021;BH;19;296,4;02/03/2021;1;Produto Errado;Atrasado;14;10;1;Processo dentro do prazo;13;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
AMERICANAS;JOÃO GOMES;01/03/2021;11/03/2021;SP;2;64,4;07/03/2021;1;Danificado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;FELIPE SILVA;01/03/2021;11/03/2021;BH;14;693;12/03/2021;3;Produto Errado;Atrasado;14;10;11;Excedeu Processo;3;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;01/03/2021;11/03/2021;BH;3;48,6;17/03/2021;3;Produto Errado;Atrasado;19;10;16;Excedeu Processo;3;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;LUIZ PARDAL;02/03/2021;12/03/2021;RJ;1;48,6;13/03/2021;1;Produto Errado;Atrasado;13;10;11;Excedeu Processo;2;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;FELIPE SILVA;03/03/2021;13/03/2021;SP;4;66,4;06/03/2021;1;Danificado;Atrasado;17;10;3;Processo dentro do prazo;14;Excedeu Processo;7 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
WALMART;TÚLIO SILVEIRA;03/03/2021;13/03/2021;SP;14;231;10/03/2021;0;S/ Devolu.;No Prazo;10;10;7;Excedeu Processo;3;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
MAGAZINE LUIZA;MARCOS LEROY;04/03/2021;14/03/2021;BH;8;384;09/03/2021;4;Produto Errado;Atrasado;13;10;5;Processo dentro do prazo;8;Excedeu Processo;3 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;04/03/2021;14/03/2021;BH;19;906,3;11/03/2021;2;Danificado;Atrasado;12;10;7;Excedeu Processo;5;Processo dentro do prazo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;04/03/2021;14/03/2021;BH;7;111,3;17/03/2021;0;S/ Devolu.;Atrasado;14;10;13;Excedeu Processo;1;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
AMERICANAS;MARCOS LEROY;04/03/2021;14/03/2021;SP;18;880,2;11/03/2021;3;Produto Errado;No Prazo;10;10;7;Excedeu Processo;3;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;VALDIR ESPINOSA;04/03/2021;14/03/2021;BH;1;48;15/03/2021;1;Danificado;Atrasado;16;10;11;Excedeu Processo;5;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;04/03/2021;14/03/2021;SP;9;146,7;13/03/2021;3;Produto Errado;Atrasado;11;10;9;Excedeu Processo;2;Processo dentro do prazo;1 dia Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;05/03/2021;15/03/2021;RJ;4;67,2;07/03/2021;1;Produto Errado;Atrasado;19;10;2;Processo dentro do prazo;17;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;05/03/2021;15/03/2021;SP;13;215,8;14/03/2021;0;S/ Devolu.;No Prazo;10;10;9;Excedeu Processo;1;Processo dentro do prazo; No Prazo Exato (OnTime);Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;05/03/2021;15/03/2021;SP;5;82;16/03/2021;2;Produto Errado;Atrasado;20;10;11;Excedeu Processo;9;Excedeu Processo;1 Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;MARCOS LEROY;05/03/2021;15/03/2021;BH;17;275,4;11/03/2021;1;Produto Errado;Atrasado;19;10;6;Excedeu Processo;13;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;06/03/2021;16/03/2021;SP;19;946,2;11/03/2021;0;S/ Devolu.;Atrasado;12;10;5;Processo dentro do prazo;7;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;2 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;06/03/2021;16/03/2021;SP;19;623,2;07/03/2021;1;Produto Errado;No Prazo;10;10;1;Processo dentro do prazo;9;Excedeu Processo; No Prazo Exato (OnTime);Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;LUIZ PARDAL;06/03/2021;16/03/2021;RJ;8;262,4;18/03/2021;0;S/ Devolu.;Atrasado;13;10;12;Excedeu Processo;1;Processo dentro do prazo;3 dias Entregue Atrasado;Insatisfeito;3 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
MAGAZINE LUIZA;JOÃO GOMES;06/03/2021;16/03/2021;SP;10;498;14/03/2021;0;S/ Devolu.;Atrasado;16;10;8;Excedeu Processo;8;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;06/03/2021;16/03/2021;RJ;10;310;09/03/2021;2;Danificado;Atrasado;15;10;3;Processo dentro do prazo;12;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;LUIZ PARDAL;07/03/2021;17/03/2021;BH;15;706,5;10/03/2021;0;S/ Devolu.;Atrasado;16;10;3;Processo dentro do prazo;13;Excedeu Processo;6 dias Entregue Atrasado;Insatisfeito;6 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
WALMART;TÚLIO SILVEIRA;07/03/2021;17/03/2021;BH;10;157;08/03/2021;0;S/ Devolu.;No Prazo;10;10;1;Processo dentro do prazo;9;Excedeu Processo; No Prazo Exato (OnTime);Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
AMERICANAS;TÚLIO SILVEIRA;07/03/2021;17/03/2021;SP;10;489;10/03/2021;1;Arrependimento;Atrasado;19;10;3;Processo dentro do prazo;16;Excedeu Processo;9 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;TÚLIO SILVEIRA;07/03/2021;17/03/2021;BH;14;651;14/03/2021;2;Produto Errado;Atrasado;14;10;7;Excedeu Processo;7;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;07/03/2021;17/03/2021;BH;6;180;23/03/2021;0;S/ Devolu.;Atrasado;18;10;16;Excedeu Processo;2;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;FELIPE SILVA;07/03/2021;17/03/2021;BH;13;616,2;13/03/2021;3;Produto Errado;No Prazo;9;10;6;Excedeu Processo;3;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;FELIPE SILVA;07/03/2021;17/03/2021;RJ;10;510;16/03/2021;0;S/ Devolu.;Atrasado;14;10;9;Excedeu Processo;5;Processo dentro do prazo;4 dias Entregue Atrasado;Insatisfeito;4 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
RICARDO ELETRO;FELIPE SILVA;08/03/2021;18/03/2021;RJ;5;159;25/03/2021;4;Arrependimento;Atrasado;18;10;17;Excedeu Processo;1;Processo dentro do prazo;8 dias Entregue Atrasado;Insatisfeito;Arrependimento;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;08/03/2021;18/03/2021;BH;14;688,8;12/03/2021;2;Danificado;No Prazo;8;10;4;Processo dentro do prazo;4;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;LUIZ PARDAL;08/03/2021;18/03/2021;BH;12;386,4;09/03/2021;1;Produto Errado;Atrasado;15;10;1;Processo dentro do prazo;14;Excedeu Processo;5 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;LUIZ PARDAL;08/03/2021;18/03/2021;SP;15;702;22/03/2021;1;Danificado;Atrasado;19;10;14;Excedeu Processo;5;Processo dentro do prazo;9 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
AMERICANAS;FELIPE SILVA;08/03/2021;18/03/2021;BH;18;298,8;11/03/2021;1;Danificado;No Prazo;8;10;3;Processo dentro do prazo;5;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
MAGAZINE LUIZA;TÚLIO SILVEIRA;09/03/2021;19/03/2021;RJ;13;206,7;24/03/2021;1;Produto Errado;Atrasado;16;10;15;Excedeu Processo;1;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;TÚLIO SILVEIRA;10/03/2021;20/03/2021;BH;11;184,8;18/03/2021;1;Danificado;No Prazo;10;10;8;Excedeu Processo;2;Processo dentro do prazo; No Prazo Exato (OnTime);Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;FELIPE SILVA;10/03/2021;20/03/2021;RJ;18;289,8;24/03/2021;1;Danificado;Atrasado;16;10;14;Excedeu Processo;2;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;TÚLIO SILVEIRA;10/03/2021;20/03/2021;BH;13;418,6;17/03/2021;1;Danificado;No Prazo;8;10;7;Excedeu Processo;1;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;VALDIR ESPINOSA;10/03/2021;20/03/2021;RJ;3;149,4;13/03/2021;1;Danificado;Atrasado;12;10;3;Processo dentro do prazo;9;Excedeu Processo;2 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;TÚLIO SILVEIRA;10/03/2021;20/03/2021;RJ;7;232,4;14/03/2021;0;S/ Devolu.;No Prazo;9;10;4;Processo dentro do prazo;5;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Satisfeito;TÚLIO SILVEIRA;Satisfeito sem prejuízo financeiro
AMERICANAS;MARCOS LEROY;11/03/2021;21/03/2021;RJ;7;217;22/03/2021;3;Produto Errado;Atrasado;18;10;11;Excedeu Processo;7;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;11/03/2021;21/03/2021;BH;18;286,2;13/03/2021;0;S/ Devolu.;No Prazo;8;10;2;Processo dentro do prazo;6;Excedeu Processo;2 dias Entregue Antes do Prazo;Satisfeito;VALDIR ESPINOSA;Satisfeito sem prejuízo financeiro
MAGAZINE LUIZA;LUIZ PARDAL;11/03/2021;21/03/2021;BH;17;831,3;17/03/2021;0;S/ Devolu.;Atrasado;18;10;6;Excedeu Processo;12;Excedeu Processo;8 dias Entregue Atrasado;Insatisfeito;8 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
RICARDO ELETRO;MARCOS LEROY;12/03/2021;22/03/2021;SP;7;333,9;24/03/2021;1;Danificado;Atrasado;16;10;12;Excedeu Processo;4;Processo dentro do prazo;6 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;JOÃO GOMES;12/03/2021;22/03/2021;SP;10;160;16/03/2021;1;Danificado;No Prazo;9;10;4;Processo dentro do prazo;5;Processo dentro do prazo;1 dia Entregue Antes do Prazo;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASAS BAHIA;VALDIR ESPINOSA;13/03/2021;23/03/2021;SP;19;600,4;23/03/2021;0;S/ Devolu.;Atrasado;15;10;10;Excedeu Processo;5;Processo dentro do prazo;5 dias Entregue Atrasado;Insatisfeito;5 dias Entregue Atrasado;Insatisfeito sem prejuízo financeiro
CASAS BAHIA;MARCOS LEROY;13/03/2021;23/03/2021;RJ;7;222,6;15/03/2021;1;Danificado;Atrasado;11;10;2;Processo dentro do prazo;9;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
RICARDO ELETRO;TÚLIO SILVEIRA;13/03/2021;23/03/2021;BH;19;929,1;17/03/2021;1;Danificado;Atrasado;14;10;4;Processo dentro do prazo;10;Excedeu Processo;4 dias Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
CASA E VIDEO;VALDIR ESPINOSA;13/03/2021;23/03/2021;RJ;7;340,2;17/03/2021;4;Produto Errado;No Prazo;8;10;4;Processo dentro do prazo;4;Processo dentro do prazo;2 dias Entregue Antes do Prazo;Insatisfeito;Produto Errado;Insatisfeito com prejuízo financeiro
WALMART;VALDIR ESPINOSA;13/03/2021;23/03/2021;BH;7;235,2;17/03/2021;1;Danificado;Atrasado;11;10;4;Processo dentro do prazo;7;Excedeu Processo;1 dia Entregue Atrasado;Insatisfeito;Danificado;Insatisfeito com prejuízo financeiro
